date,county,state,fips,cases,deaths,new_cases
2020-02-02,San Francisco,California,6075.0,2,0,2.0
2020-02-03,San Francisco,California,6075.0,2,0,0.0
2020-02-04,San Francisco,California,6075.0,2,0,0.0
2020-02-05,San Francisco,California,6075.0,2,0,0.0
2020-02-06,San Francisco,California,6075.0,2,0,0.0
2020-02-07,San Francisco,California,6075.0,2,0,0.0
2020-02-08,San Francisco,California,6075.0,2,0,0.0
2020-02-09,San Francisco,California,6075.0,2,0,0.0
2020-02-10,San Francisco,California,6075.0,2,0,0.0
2020-02-11,San Francisco,California,6075.0,2,0,0.0
2020-02-12,San Francisco,California,6075.0,2,0,0.0
2020-02-13,San Francisco,California,6075.0,2,0,0.0
2020-02-14,San Francisco,California,6075.0,2,0,0.0
2020-02-15,San Francisco,California,6075.0,2,0,0.0
2020-02-16,San Francisco,California,6075.0,2,0,0.0
2020-02-17,San Francisco,California,6075.0,2,0,0.0
2020-02-18,San Francisco,California,6075.0,2,0,0.0
2020-02-19,San Francisco,California,6075.0,2,0,0.0
2020-02-20,San Francisco,California,6075.0,2,0,0.0
2020-02-21,San Francisco,California,6075.0,2,0,0.0
2020-02-22,San Francisco,California,6075.0,2,0,0.0
2020-02-23,San Francisco,California,6075.0,2,0,0.0
2020-02-24,San Francisco,California,6075.0,3,0,1.0
2020-02-25,San Francisco,California,6075.0,3,0,0.0
2020-02-26,San Francisco,California,6075.0,3,0,0.0
2020-02-27,San Francisco,California,6075.0,3,0,0.0
2020-02-28,San Francisco,California,6075.0,3,0,0.0
2020-02-29,San Francisco,California,6075.0,3,0,0.0
2020-03-01,San Francisco,California,6075.0,3,0,0.0
2020-03-02,San Francisco,California,6075.0,3,0,0.0
2020-03-03,San Francisco,California,6075.0,3,0,0.0
2020-03-04,San Francisco,California,6075.0,3,0,0.0
2020-03-05,San Francisco,California,6075.0,5,0,2.0
2020-03-06,San Francisco,California,6075.0,5,0,0.0
2020-03-07,San Francisco,California,6075.0,11,0,6.0
2020-03-08,San Francisco,California,6075.0,11,0,0.0
2020-03-09,San Francisco,California,6075.0,16,0,5.0
2020-03-10,San Francisco,California,6075.0,17,0,1.0
2020-03-11,San Francisco,California,6075.0,17,0,0.0
2020-03-12,San Francisco,California,6075.0,21,0,4.0
2020-03-13,San Francisco,California,6075.0,26,0,5.0
2020-03-14,San Francisco,California,6075.0,31,0,5.0
2020-03-15,San Francisco,California,6075.0,37,0,6.0
2020-03-16,San Francisco,California,6075.0,43,0,6.0
2020-03-17,San Francisco,California,6075.0,46,0,3.0
2020-03-18,San Francisco,California,6075.0,51,0,5.0
2020-03-19,San Francisco,California,6075.0,73,0,22.0
2020-03-20,San Francisco,California,6075.0,79,0,6.0
2020-03-21,San Francisco,California,6075.0,84,0,5.0
2020-03-22,San Francisco,California,6075.0,111,0,27.0
2020-03-23,San Francisco,California,6075.0,134,0,23.0
2020-03-24,San Francisco,California,6075.0,152,0,18.0
2020-03-25,San Francisco,California,6075.0,181,1,29.0
2020-03-26,San Francisco,California,6075.0,226,2,45.0
2020-03-27,San Francisco,California,6075.0,282,3,56.0
2020-03-28,San Francisco,California,6075.0,308,4,26.0
2020-03-29,San Francisco,California,6075.0,343,5,35.0
2020-03-30,San Francisco,California,6075.0,374,6,31.0
2020-03-31,San Francisco,California,6075.0,400,6,26.0
2020-04-01,San Francisco,California,6075.0,437,7,37.0
2020-04-02,San Francisco,California,6075.0,450,7,13.0
2020-04-03,San Francisco,California,6075.0,500,7,50.0
2020-04-04,San Francisco,California,6075.0,529,8,29.0
2020-04-05,San Francisco,California,6075.0,571,8,42.0
2020-04-06,San Francisco,California,6075.0,586,9,15.0
2020-04-07,San Francisco,California,6075.0,622,9,36.0
2020-04-08,San Francisco,California,6075.0,679,10,57.0
2020-04-09,San Francisco,California,6075.0,727,10,48.0
2020-04-10,San Francisco,California,6075.0,800,13,73.0
2020-04-11,San Francisco,California,6075.0,860,13,60.0
2020-04-12,San Francisco,California,6075.0,875,14,15.0
2020-04-13,San Francisco,California,6075.0,960,15,85.0
2020-04-14,San Francisco,California,6075.0,990,15,30.0
2020-04-15,San Francisco,California,6075.0,1016,17,26.0
2020-04-16,San Francisco,California,6075.0,1022,17,6.0
2020-04-17,San Francisco,California,6075.0,1061,20,39.0
2020-04-18,San Francisco,California,6075.0,1140,20,79.0
2020-04-19,San Francisco,California,6075.0,1160,20,20.0
2020-04-20,San Francisco,California,6075.0,1219,20,59.0
2020-04-21,San Francisco,California,6075.0,1234,20,15.0
2020-04-22,San Francisco,California,6075.0,1236,21,2.0
2020-04-23,San Francisco,California,6075.0,1305,21,69.0
2020-04-24,San Francisco,California,6075.0,1343,22,38.0
2020-04-25,San Francisco,California,6075.0,1357,22,14.0
2020-04-26,San Francisco,California,6075.0,1411,22,54.0
2020-04-27,San Francisco,California,6075.0,1427,23,16.0
2020-04-28,San Francisco,California,6075.0,1471,23,44.0
2020-04-29,San Francisco,California,6075.0,1490,23,19.0
2020-04-30,San Francisco,California,6075.0,1502,25,12.0
2020-05-01,San Francisco,California,6075.0,1526,28,24.0
2020-05-02,San Francisco,California,6075.0,1552,29,26.0
2020-05-03,San Francisco,California,6075.0,1632,29,80.0
2020-05-04,San Francisco,California,6075.0,1692,30,60.0
2020-05-05,San Francisco,California,6075.0,1760,31,68.0
2020-05-06,San Francisco,California,6075.0,1779,31,19.0
2020-05-07,San Francisco,California,6075.0,1806,32,27.0
2020-05-08,San Francisco,California,6075.0,1856,33,50.0
2020-05-09,San Francisco,California,6075.0,1894,33,38.0
2020-05-10,San Francisco,California,6075.0,1946,34,52.0
2020-05-11,San Francisco,California,6075.0,1957,35,11.0
2020-05-12,San Francisco,California,6075.0,1980,35,23.0
2020-05-13,San Francisco,California,6075.0,1997,35,17.0
2020-05-14,San Francisco,California,6075.0,2007,35,10.0
2020-05-15,San Francisco,California,6075.0,2032,36,25.0
2020-05-16,San Francisco,California,6075.0,2065,36,33.0
2020-05-17,San Francisco,California,6075.0,2097,36,32.0
2020-05-18,San Francisco,California,6075.0,2135,36,38.0
2020-05-19,San Francisco,California,6075.0,2186,36,51.0
2020-05-20,San Francisco,California,6075.0,2189,37,3.0
2020-05-21,San Francisco,California,6075.0,2202,37,13.0
2020-05-22,San Francisco,California,6075.0,2323,40,121.0
2020-05-23,San Francisco,California,6075.0,2353,40,30.0
2020-05-24,San Francisco,California,6075.0,2370,40,17.0
2020-05-25,San Francisco,California,6075.0,2389,40,19.0
2020-05-26,San Francisco,California,6075.0,2402,40,13.0
2020-05-27,San Francisco,California,6075.0,2411,40,9.0
2020-05-28,San Francisco,California,6075.0,2440,40,29.0
2020-05-29,San Francisco,California,6075.0,2476,41,36.0
2020-05-30,San Francisco,California,6075.0,2535,41,59.0
2020-05-31,San Francisco,California,6075.0,2561,42,26.0
2020-06-01,San Francisco,California,6075.0,2573,43,12.0
2020-06-02,San Francisco,California,6075.0,2590,43,17.0
2020-06-03,San Francisco,California,6075.0,2616,43,26.0
2020-06-04,San Francisco,California,6075.0,2647,43,31.0
2020-06-05,San Francisco,California,6075.0,2701,43,54.0
2020-06-06,San Francisco,California,6075.0,2715,43,14.0
2020-06-07,San Francisco,California,6075.0,2750,43,35.0
2020-06-08,San Francisco,California,6075.0,2782,43,32.0
2020-06-09,San Francisco,California,6075.0,2796,44,14.0
2020-06-10,San Francisco,California,6075.0,2812,44,16.0
2020-06-11,San Francisco,California,6075.0,2843,44,31.0
2020-06-12,San Francisco,California,6075.0,2880,44,37.0
2020-06-13,San Francisco,California,6075.0,2909,44,29.0
2020-06-14,San Francisco,California,6075.0,2931,45,22.0
2020-06-15,San Francisco,California,6075.0,2955,45,24.0
2020-06-16,San Francisco,California,6075.0,2974,46,19.0
2020-06-17,San Francisco,California,6075.0,2985,47,11.0
2020-06-18,San Francisco,California,6075.0,3023,47,38.0
2020-06-19,San Francisco,California,6075.0,3060,47,37.0
2020-06-20,San Francisco,California,6075.0,3061,47,1.0
2020-06-21,San Francisco,California,6075.0,3061,47,0.0
2020-06-22,San Francisco,California,6075.0,3188,48,127.0
2020-06-23,San Francisco,California,6075.0,3222,48,34.0
2020-06-24,San Francisco,California,6075.0,3252,48,30.0
2020-06-25,San Francisco,California,6075.0,3300,48,48.0
2020-06-26,San Francisco,California,6075.0,3403,48,103.0
2020-06-27,San Francisco,California,6075.0,3471,49,68.0
2020-06-28,San Francisco,California,6075.0,3515,50,44.0
