date,county,state,fips,cases,deaths,population,new_cases
2020-04-17,San Diego,California,6073.0,2158,70,3338330,71.0
2020-04-18,San Diego,California,6073.0,2213,71,3338330,55.0
2020-04-19,San Diego,California,6073.0,2268,71,3338330,55.0
2020-04-20,San Diego,California,6073.0,2325,72,3338330,57.0
2020-04-21,San Diego,California,6073.0,2434,87,3338330,109.0
2020-04-22,San Diego,California,6073.0,2491,96,3338330,57.0
2020-04-23,San Diego,California,6073.0,2643,112,3338330,152.0
2020-04-24,San Diego,California,6073.0,2826,102,3338330,183.0
2020-04-25,San Diego,California,6073.0,2943,111,3338330,117.0
2020-04-26,San Diego,California,6073.0,3043,111,3338330,100.0
2020-04-27,San Diego,California,6073.0,3141,123,3338330,98.0
2020-04-28,San Diego,California,6073.0,3378,128,3338330,237.0
2020-04-29,San Diego,California,6073.0,3432,133,3338330,54.0
2020-04-30,San Diego,California,6073.0,3627,140,3338330,195.0
2020-05-01,San Diego,California,6073.0,3774,143,3338330,147.0
2020-05-02,San Diego,California,6073.0,3905,150,3338330,131.0
2020-05-03,San Diego,California,6073.0,3990,150,3338330,85.0
2020-05-04,San Diego,California,6073.0,4083,150,3338330,93.0
2020-05-05,San Diego,California,6073.0,4223,162,3338330,140.0
2020-05-06,San Diego,California,6073.0,4382,173,3338330,159.0
2020-05-07,San Diego,California,6073.0,4492,186,3338330,110.0
2020-05-08,San Diego,California,6073.0,4725,189,3338330,233.0
2020-05-09,San Diego,California,6073.0,4839,194,3338330,114.0
2020-05-10,San Diego,California,6073.0,4989,194,3338330,150.0
2020-05-11,San Diego,California,6073.0,5128,194,3338330,139.0
2020-05-12,San Diego,California,6073.0,5224,204,3338330,96.0
2020-05-13,San Diego,California,6073.0,5341,217,3338330,117.0
2020-05-14,San Diego,California,6073.0,5454,223,3338330,113.0
2020-05-15,San Diego,California,6073.0,5586,231,3338330,132.0
2020-05-16,San Diego,California,6073.0,5725,235,3338330,139.0
2020-05-17,San Diego,California,6073.0,5899,235,3338330,174.0
2020-05-18,San Diego,California,6073.0,6009,242,3338330,110.0
2020-05-19,San Diego,California,6073.0,6089,242,3338330,80.0
2020-05-20,San Diego,California,6073.0,6203,242,3338330,114.0
2020-05-21,San Diego,California,6073.0,6378,262,3338330,175.0
