date,county,state,fips,cases,deaths,new_cases
2020-03-03,Contra Costa,California,6013.0,1,0,1.0
2020-03-04,Contra Costa,California,6013.0,1,0,0.0
2020-03-05,Contra Costa,California,6013.0,1,0,0.0
2020-03-06,Contra Costa,California,6013.0,4,0,3.0
2020-03-07,Contra Costa,California,6013.0,4,0,0.0
2020-03-08,Contra Costa,California,6013.0,9,0,5.0
2020-03-09,Contra Costa,California,6013.0,9,0,0.0
2020-03-10,Contra Costa,California,6013.0,9,0,0.0
2020-03-11,Contra Costa,California,6013.0,9,0,0.0
2020-03-12,Contra Costa,California,6013.0,9,0,0.0
2020-03-13,Contra Costa,California,6013.0,25,0,16.0
2020-03-14,Contra Costa,California,6013.0,25,0,0.0
2020-03-15,Contra Costa,California,6013.0,25,0,0.0
2020-03-16,Contra Costa,California,6013.0,34,0,9.0
2020-03-17,Contra Costa,California,6013.0,34,0,0.0
2020-03-18,Contra Costa,California,6013.0,41,0,7.0
2020-03-19,Contra Costa,California,6013.0,42,0,1.0
2020-03-20,Contra Costa,California,6013.0,46,1,4.0
2020-03-21,Contra Costa,California,6013.0,51,1,5.0
2020-03-22,Contra Costa,California,6013.0,61,1,10.0
2020-03-23,Contra Costa,California,6013.0,71,1,10.0
2020-03-24,Contra Costa,California,6013.0,86,1,15.0
2020-03-25,Contra Costa,California,6013.0,108,1,22.0
2020-03-26,Contra Costa,California,6013.0,131,1,23.0
2020-03-27,Contra Costa,California,6013.0,151,2,20.0
2020-03-28,Contra Costa,California,6013.0,168,3,17.0
2020-03-29,Contra Costa,California,6013.0,175,3,7.0
2020-03-30,Contra Costa,California,6013.0,187,3,12.0
2020-03-31,Contra Costa,California,6013.0,222,3,35.0
2020-04-01,Contra Costa,California,6013.0,250,3,28.0
2020-04-02,Contra Costa,California,6013.0,276,3,26.0
2020-04-03,Contra Costa,California,6013.0,307,5,31.0
2020-04-04,Contra Costa,California,6013.0,353,5,46.0
2020-04-05,Contra Costa,California,6013.0,386,6,33.0
2020-04-06,Contra Costa,California,6013.0,417,7,31.0
2020-04-07,Contra Costa,California,6013.0,442,7,25.0
2020-04-08,Contra Costa,California,6013.0,462,7,20.0
2020-04-09,Contra Costa,California,6013.0,484,8,22.0
2020-04-10,Contra Costa,California,6013.0,511,9,27.0
2020-04-11,Contra Costa,California,6013.0,530,11,19.0
2020-04-12,Contra Costa,California,6013.0,539,11,9.0
2020-04-13,Contra Costa,California,6013.0,552,11,13.0
2020-04-14,Contra Costa,California,6013.0,600,12,48.0
2020-04-15,Contra Costa,California,6013.0,615,14,15.0
2020-04-16,Contra Costa,California,6013.0,631,16,16.0
2020-04-17,Contra Costa,California,6013.0,648,19,17.0
2020-04-18,Contra Costa,California,6013.0,685,19,37.0
2020-04-19,Contra Costa,California,6013.0,693,20,8.0
2020-04-20,Contra Costa,California,6013.0,707,22,14.0
2020-04-21,Contra Costa,California,6013.0,749,22,42.0
2020-04-22,Contra Costa,California,6013.0,763,22,14.0
2020-04-23,Contra Costa,California,6013.0,772,23,9.0
2020-04-24,Contra Costa,California,6013.0,786,23,14.0
2020-04-25,Contra Costa,California,6013.0,805,25,19.0
2020-04-26,Contra Costa,California,6013.0,817,25,12.0
2020-04-27,Contra Costa,California,6013.0,830,25,13.0
2020-04-28,Contra Costa,California,6013.0,843,25,13.0
2020-04-29,Contra Costa,California,6013.0,866,25,23.0
2020-04-30,Contra Costa,California,6013.0,891,27,25.0
2020-05-01,Contra Costa,California,6013.0,907,28,16.0
2020-05-02,Contra Costa,California,6013.0,934,28,27.0
2020-05-03,Contra Costa,California,6013.0,945,28,11.0
2020-05-04,Contra Costa,California,6013.0,947,28,2.0
2020-05-05,Contra Costa,California,6013.0,969,29,22.0
2020-05-06,Contra Costa,California,6013.0,985,29,16.0
2020-05-07,Contra Costa,California,6013.0,999,29,14.0
2020-05-08,Contra Costa,California,6013.0,1014,29,15.0
2020-05-09,Contra Costa,California,6013.0,1036,32,22.0
2020-05-10,Contra Costa,California,6013.0,1048,32,12.0
2020-05-11,Contra Costa,California,6013.0,1048,32,0.0
2020-05-12,Contra Costa,California,6013.0,1066,32,18.0
2020-05-13,Contra Costa,California,6013.0,1080,33,14.0
2020-05-14,Contra Costa,California,6013.0,1089,33,9.0
2020-05-15,Contra Costa,California,6013.0,1100,33,11.0
2020-05-16,Contra Costa,California,6013.0,1121,33,21.0
2020-05-17,Contra Costa,California,6013.0,1146,33,25.0
2020-05-18,Contra Costa,California,6013.0,1155,33,9.0
2020-05-19,Contra Costa,California,6013.0,1192,33,37.0
